,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole
1421,47,0,Non-Travel,Research & Development,1,1,3,1,Research Director,2,Married,11957,0,0,18,1,1,13,8
1422,35,0,Travel_Rarely,Research & Development,11,4,4,0,Laboratory Technician,3,Married,2660,7,1,11,3,3,2,2
1423,22,0,Travel_Rarely,Research & Development,1,2,4,0,Research Scientist,3,Single,3375,0,0,12,4,4,3,2
1424,35,0,Travel_Rarely,Research & Development,9,4,2,0,Research Scientist,3,Single,5098,1,0,19,2,3,10,7
1425,33,0,Travel_Rarely,Research & Development,15,2,2,1,Healthcare Representative,4,Married,4878,0,1,13,1,3,9,7
1426,32,0,Travel_Rarely,Research & Development,29,4,3,1,Laboratory Technician,2,Single,2837,1,0,13,3,3,6,2
1427,40,0,Travel_Rarely,Research & Development,1,4,1,0,Laboratory Technician,4,Married,2406,8,0,19,3,2,1,0
1428,32,0,Travel_Rarely,Sales,1,4,2,0,Sales Representative,2,Married,2269,0,0,14,2,3,2,2
1429,39,0,Travel_Rarely,Research & Development,24,1,1,0,Research Scientist,4,Single,4108,7,0,13,1,3,7,7
1430,38,0,Travel_Rarely,Research & Development,10,3,2,1,Research Director,3,Married,13206,3,0,12,1,3,18,16
1431,32,0,Travel_Rarely,Sales,1,4,3,1,Sales Executive,4,Married,10422,1,0,19,3,3,14,10
1432,37,0,Travel_Rarely,Research & Development,10,3,3,1,Research Director,4,Married,13744,1,1,25,1,3,16,11
1433,25,0,Travel_Rarely,Sales,8,2,1,1,Sales Executive,3,Divorced,4907,0,1,22,2,2,5,3
1434,52,0,Non-Travel,Sales,29,4,1,0,Sales Representative,4,Divorced,3482,2,0,15,2,2,9,8
1435,44,0,Travel_Rarely,Research & Development,1,3,2,0,Research Scientist,4,Single,2436,6,1,12,3,3,4,3
1436,21,0,Travel_Rarely,Sales,5,1,3,0,Sales Representative,1,Single,2380,1,1,11,4,3,2,2
1437,39,0,Non-Travel,Research & Development,9,3,4,0,Manager,4,Single,19431,2,0,13,3,2,6,0
1438,23,1,Travel_Frequently,Sales,9,3,4,0,Sales Representative,1,Married,1790,1,0,19,1,2,1,0
1439,36,0,Travel_Rarely,Sales,3,3,1,1,Sales Executive,4,Married,7644,0,0,19,3,3,9,7
1440,36,0,Travel_Frequently,Research & Development,4,2,4,1,Manufacturing Director,2,Divorced,5131,7,0,13,2,3,4,2
1441,56,0,Non-Travel,Research & Development,1,4,3,0,Healthcare Representative,3,Divorced,6306,1,0,21,1,2,13,12
1442,29,1,Travel_Rarely,Research & Development,1,4,1,0,Research Scientist,4,Married,4787,9,1,14,2,4,2,2
1443,42,0,Travel_Rarely,Research & Development,2,3,1,0,Manager,3,Married,18880,5,0,11,1,2,22,6
1444,56,1,Travel_Rarely,Research & Development,7,2,4,0,Laboratory Technician,3,Married,2339,8,0,11,4,1,10,9
1445,41,0,Travel_Rarely,Research & Development,28,4,1,1,Manufacturing Director,2,Married,13570,0,0,23,3,3,20,7
1446,34,0,Travel_Rarely,Sales,28,3,4,1,Sales Executive,3,Married,6712,1,0,21,4,3,8,7
1447,36,0,Non-Travel,Sales,15,4,4,0,Sales Executive,4,Divorced,5406,1,0,24,1,2,15,12
1448,41,0,Travel_Rarely,Sales,3,3,3,0,Sales Executive,2,Divorced,8938,2,0,11,3,3,5,4
1449,32,0,Travel_Rarely,Research & Development,2,3,4,0,Research Scientist,1,Single,2439,1,0,14,4,3,4,2
1450,35,0,Travel_Rarely,Human Resources,26,4,3,1,Human Resources,4,Single,8837,1,1,16,3,3,9,0
1451,38,0,Travel_Rarely,Sales,10,2,1,1,Sales Executive,4,Married,5343,1,0,11,3,3,10,7
1452,50,1,Travel_Frequently,Sales,1,4,2,0,Sales Executive,3,Divorced,6728,7,0,12,4,3,6,3
1453,36,0,Travel_Rarely,Sales,11,4,2,1,Sales Executive,4,Married,6652,4,0,13,1,2,6,3
1454,45,0,Travel_Rarely,Sales,20,3,4,1,Sales Executive,3,Single,4850,8,0,15,3,3,5,3
1455,40,0,Travel_Rarely,Research & Development,2,4,3,0,Research Scientist,3,Single,2809,2,0,14,4,3,2,2
1456,35,0,Travel_Frequently,Research & Development,18,4,3,0,Healthcare Representative,3,Married,5689,1,1,14,4,4,10,2
1457,40,0,Travel_Rarely,Research & Development,2,4,3,1,Research Scientist,3,Married,2001,2,0,14,2,3,5,3
1458,35,0,Travel_Rarely,Research & Development,1,4,3,1,Research Scientist,4,Married,2977,1,0,12,4,3,4,3
1459,29,0,Travel_Rarely,Research & Development,13,2,4,0,Laboratory Technician,2,Married,4025,4,1,13,1,3,4,3
1460,29,0,Travel_Rarely,Research & Development,28,4,4,1,Research Scientist,1,Single,3785,1,0,14,2,1,5,4
1461,50,1,Travel_Rarely,Sales,28,3,4,0,Sales Executive,1,Divorced,10854,4,1,13,2,3,3,2
1462,39,0,Travel_Rarely,Sales,24,1,2,1,Sales Executive,4,Married,12031,0,0,11,1,2,20,9
1463,31,0,Non-Travel,Research & Development,5,3,2,0,Manufacturing Director,1,Single,9936,0,0,19,2,3,9,4
1464,26,0,Travel_Rarely,Sales,5,3,4,1,Sales Representative,3,Single,2966,0,0,18,4,3,4,2
1465,36,0,Travel_Frequently,Research & Development,23,2,3,0,Laboratory Technician,4,Married,2571,4,0,17,3,3,5,2
1466,39,0,Travel_Rarely,Research & Development,6,1,4,0,Healthcare Representative,1,Married,9991,4,0,15,1,3,7,7
1467,27,0,Travel_Rarely,Research & Development,4,3,2,0,Manufacturing Director,2,Married,6142,1,1,20,2,3,6,2
1468,49,0,Travel_Frequently,Sales,2,3,4,0,Sales Executive,2,Married,5390,2,0,14,4,2,9,6
1469,34,0,Travel_Rarely,Research & Development,8,3,2,0,Laboratory Technician,3,Married,4404,2,0,12,1,4,4,3
